MSOA21CD,IMD Decile
E02006222,5
E02006223,1
E02006224,7
E02006225,8
E02006226,5
E02006227,5
E02006228,6
E02006229,7
E02006230,7
E02006231,7
E02006232,7
E02006233,5
E02006234,5
E02006235,6
E02006236,8
E02006237,6
E02006238,4
E02006239,6
E02006240,6
E02006241,5
E02006242,7
E02006243,7
E02006245,5
E02006246,8
E02006247,3
E02006248,6
E02006249,7
E02006250,2
E02006251,3
E02006252,7
E02006253,9
E02006254,3
E02006255,5
E02006256,3
E02006257,4
E02006258,4
E02006259,4
E02006260,3
E02006261,6
E02006262,6
E02006263,6
E02006264,8
E02006265,6
E02006266,6
E02006267,7
E02006268,4
E02006269,7
E02006270,6
E02006271,7
E02006272,8
E02006273,6
E02006274,6
E02006275,4
E02006276,7
E02006277,10
E02006278,6
E02006279,8
E02006280,7
E02006281,8
E02006282,6
E02006283,7
E02006284,5
E02006285,7
E02006286,5
E02006287,5
E02006288,6
E02006289,5
E02006290,6
E02006291,7
E02006292,7
E02006293,6
E02006294,8
E02006295,8
E02006296,9
E02006297,9
E02006298,6
E02006299,9
E02006300,3
E02006301,4
E02006302,6
E02006303,3
E02006304,5
E02006305,1
E02006306,4
E02006307,8
E02006308,1
E02006309,3
E02006310,7
E02006311,5
E02006312,6
E02006313,5
E02006314,5
E02006315,6
E02006316,4
E02006317,8
E02006318,10
E02006319,6
E02006320,5
E02006321,10
E02006322,9
E02006323,8
E02006324,9
E02006325,10
E02006326,10
E02006327,10
E02006328,9
E02006329,9
E02006330,8
E02006331,9
E02006332,9
E02006333,8
E02006334,10
E02006335,9
E02006336,6
E02006337,10
E02006338,9
E02006339,8
E02006341,7
E02006342,7
E02006343,9
E02006344,7
E02006345,8
E02006346,10
E02006347,9
E02006348,8
E02006349,9
E02006350,4
E02006351,9
E02006352,7
E02006353,5
E02006354,10
E02006355,6
E02006356,7
E02006357,8
E02006358,8
E02006359,9
E02006360,8
E02006361,7
E02006362,10
E02006363,10
E02006364,6
E02006365,9
E02006366,10
E02006367,8
E02006368,8
E02006369,8
E02006370,8
E02006371,9
E02006372,7
E02006373,7
E02006374,6
E02006375,10
E02006376,9
E02006377,10
E02006378,9
E02006379,5
E02006380,9
E02006381,9
E02006382,5
E02006383,9
E02006384,7
E02006385,7
E02006386,9
E02006387,7
E02006388,8
E02006389,7
E02006390,7
E02006391,9
E02006392,7
E02006393,8
E02006394,8
E02006395,6
E02006396,7
E02006397,9
E02006398,6
E02006399,7
E02006400,7
E02006401,7
E02006402,8
E02006403,3
E02006404,4
E02006405,7
E02006406,6
E02006407,7
E02006408,7
E02006409,5
E02006410,5
E02006411,9
E02006412,8
E02006413,7
E02006414,7
E02006415,8
E02006416,8
E02006417,7
E02006418,10
E02006419,6
E02006420,9
E02006421,10
E02006422,10
E02006423,6
E02006424,10
E02006425,8
E02006426,10
E02006427,9
E02006429,8
E02006430,7
E02006431,8
E02006432,8
E02006433,9
E02006434,6
E02006435,6
E02006436,6
E02006437,7
E02006438,6
E02006439,9
E02006440,9
E02006441,7
E02006442,10
E02006443,7
E02006444,9
E02006445,9
E02006446,9
E02006447,9
E02006448,8
E02006449,7
E02006450,7
E02006451,8
E02006453,7
E02006454,9
E02006455,8
E02006456,8
E02006457,9
E02006458,10
E02006459,4
E02006460,7
E02006461,9
E02006462,6
E02006463,7
E02006464,8
E02006465,10
E02006466,6
E02006467,9
E02006468,6
E02006469,4
E02006470,4
E02006471,7
E02006472,4
E02006473,6
E02006474,5
E02006475,7
E02006476,3
E02006477,8
E02006478,6
E02006479,1
E02006480,3
E02006481,3
E02006482,5
E02006483,2
E02006484,4
E02006485,10
E02006486,5
E02006487,2
E02006488,6
E02006489,4
E02006490,4
E02006493,8
E02006494,3
E02006495,7
E02006496,5
E02006497,5
E02006498,7
E02006499,9
E02006500,6
E02006501,8
E02006502,7
E02006503,8
E02006504,8
E02006505,7
E02006506,7
E02006507,8
E02006508,7
E02006509,8
E02006510,8
E02006511,7
E02006512,6
E02006513,9
E02006514,8
E02006515,7
E02006516,6
E02006517,7
E02006518,7
E02006519,9
E02006520,10
E02006521,9
E02006522,7
E02006523,8
E02006524,6
E02006525,9
E02006526,6
E02006527,8
E02006528,7
E02006529,7
E02006530,8
E02006531,5
E02006532,8
E02006533,8
E02006534,7
E02006535,9
E02006536,8
E02006537,5
E02006538,7
E02006539,6
E02006540,4
E02006541,4
E02006542,6
E02006543,6
E02006544,6
E02006545,4
E02006546,7
E02006547,5
E02006548,7
E02006549,9
E02006550,6
E02006551,8
E02006552,2
E02006553,6
E02006554,6
E02006555,3
E02006556,7
E02006557,3
E02006558,2
E02006559,9
E02006560,6
E02006561,7
E02006562,7
E02006563,5
E02006564,8
E02006565,6
E02006566,7
E02006567,6
E02006568,6
E02006569,8
E02006570,7
E02006571,8
E02006572,5
E02006573,6
E02006574,5
E02006575,3
E02006576,8
E02006577,4
E02006578,4
E02006579,6
E02006580,6
E02006581,4
E02006582,9
E02006583,7
E02006584,3
E02006585,4
E02006586,4
E02006587,3
E02006588,7
E02006589,10
E02006590,8
E02006591,9
E02006592,7
E02006593,6
E02006594,9
E02006595,9
E02006596,9
E02006597,8
E02006598,7
E02006599,9
E02006600,7
E02006601,7
E02006602,8
E02006603,9
E02006604,6
E02006605,8
E02006606,9
E02006607,10
E02006608,8
E02006609,7
E02006610,7
E02006611,10
E02006612,10
E02006613,7
E02006614,8
E02006615,9
E02006616,8
E02006617,7
E02006618,10
E02006619,7
E02006620,8
E02006621,9
E02006622,6
E02006623,5
E02006624,9
E02006625,7
E02006626,4
E02006627,7
E02006628,5
E02006629,5
E02006630,4
E02006631,4
E02006632,8
E02006633,9
E02006634,7
E02006635,8
E02006636,6
E02006637,8
E02006638,4
E02006639,6
E02006640,6
E02006641,7
E02006642,6
E02006644,8
E02006645,8
E02006646,8
E02006647,7
E02006648,7
E02006649,7
E02006650,8
E02006651,7
E02006652,8
E02006653,6
E02006654,4
E02006655,7
E02006656,9
E02006657,5
E02006658,8
E02006659,9
E02006660,7
E02006661,8
E02006662,8
E02006663,6
E02006664,8
E02006665,5
E02006666,7
E02006667,4
E02006668,8
E02006669,6
E02006670,7
E02006671,5
E02006672,7
E02006673,6
E02006674,6
E02006675,8
E02006676,5
E02006677,8
E02006678,6
E02006679,7
E02006680,6
E02006681,8
E02006682,8
E02006683,7
E02006684,3
E02006685,5
E02006686,6
E02006687,7
E02006688,6
E02006689,7
E02006690,6
E02006692,7
E02006693,7
E02006694,6
E02006695,6
E02006696,10
E02006697,8
E02006698,7
E02006699,8
E02006700,8
E02006701,10
E02006702,6
E02006703,9
E02006704,7
E02006705,6
E02006706,5
E02006707,10
E02006708,7
E02006709,6
E02006710,5
E02006711,7
E02006712,7
E02006713,6
E02006714,6
E02006715,7
E02006716,3
E02006717,7
E02006718,7
E02006719,9
E02006720,5
E02006721,8
E02006722,2
E02006723,5
E02006724,2
E02006725,4
E02006726,5
E02006727,7
E02006728,8
E02006729,6
E02006730,3
E02006731,6
E02006732,9
E02006733,8
E02006734,9
E02006735,1
E02006736,9
E02006737,6
E02006738,2
E02006739,9
E02006740,4
E02006741,8
E02006742,5
E02006743,5
E02006744,2
E02006745,8
E02006746,8
E02006747,9
E02006748,6
E02006749,2
E02006750,6
E02006751,5
E02006752,9
E02006753,6
E02006754,6
E02006755,8
E02006756,7
E02006757,6
E02006758,6
E02006759,5
E02006760,7
E02006761,3
E02006762,7
E02006763,8
E02006764,5
E02006765,7
E02006766,7
E02006767,6
E02006768,5
E02006769,8
E02006770,2
E02006771,5
E02006772,6
E02006773,5
E02006774,5
E02006775,3
E02006776,8
E02006777,5
E02006778,7
E02006779,4
E02006780,4
E02006781,7
E02006782,6
E02006783,2
E02006784,3
E02006785,6
E02006786,3
E02006787,4
E02006788,4
E02006789,7
E02006790,7
E02006791,7
E02006792,6
E02006793,1
E02006794,1
E02006795,6
E02006796,6
E02006798,3
E02006799,3
E02006800,3
E02006801,5
E02006802,4
E02006803,8
E02006804,4
E02006805,2
E02006806,4
E02006807,7
E02006808,6
E02006809,5
E02006810,5
E02006811,9
E02006812,4
E02006813,4
E02006814,7
E02006815,3
E02006816,8
E02006817,4
E02006818,8
E02006819,2
E02006820,8
E02006821,8
E02006822,6
E02006823,9
E02006824,10
E02006825,8
E02006826,7
E02006827,3
E02006828,6
E02006829,9
E02006830,4
E02006831,9
E02006832,5
E02006833,7
E02006834,2
E02006835,7
E02006836,10
E02006837,9
E02006838,9
E02006839,8
E02006840,6
E02006841,3
E02006842,4
E02006843,5
E02006844,4
E02006845,6
E02006846,4
E02006847,9
E02006848,8
E02006849,9
E02006850,2
E02006851,2
E02006852,9
E02006853,5
E02006854,7
E02006855,4
E02006856,6
E02006857,5
E02006858,6
E02006859,9
E02006861,7
E02006862,6
E02006863,8
E02006864,6
E02006865,6
E02006866,8
E02006867,8
E02006868,3
E02006869,4
E02006871,6
E02006872,6
E02006873,8
E02006874,8
E02006875,4
E02006876,4
E02006877,6
E02006878,6
E02006879,1
E02006880,4
E02006881,3
E02006882,7
E02006883,4
E02006884,2
E02006885,5
E02006886,8
E02006887,2
E02006888,3
E02006889,1
E02006890,3
E02006891,8
E02006892,5
E02006893,7
E02006894,2
E02006895,3
E02006896,4
E02006897,2
E02006898,5
E02006899,5
E02006900,1
E02006902,4
E02006903,5
E02006904,3
E02006905,3
E02006906,8
E02006907,4
E02006908,5
E02006909,8
E02006910,3
E02006912,5
E02006913,2
E02006914,6
E02006915,1
E02006916,3
E02006917,6
E02006918,2
E02006919,6
E02006920,5
E02006921,1
E02006922,6
E02006924,5
E02006925,8
E02006926,7
E02006927,6
E02006928,6
E02006930,5
E02006931,6
E02006932,6
E02006933,5
E02006934,5
E02006935,2
E02006936,6
E02006937,2
E02006938,1
E02006939,5
E02006940,6
E02006941,9
E02006942,6
E02006943,2
E02006944,2
E02006945,8
E02006946,6
E02006947,1
E02006948,1
E02006949,4
E02006950,4
E02006951,7
E02006952,5
E02006953,5
E02006954,4
E02006955,6
E02006956,5
E02006957,1
E02006958,2
E02006959,5
E02006960,3
E02006961,3
E02006962,4
E02006963,8
E02006964,5
E02006965,4
E02006966,9
E02006967,8
E02006968,6
E02006969,5
E02006970,2
E02006971,2
E02006972,4
E02006973,3
E02006974,2
E02006975,2
E02006976,1
E02006978,5
E02006979,5
E02006980,10
E02006981,9
E02006982,8
E02006983,2
E02006984,3
E02006985,1
E02006986,2
E02006987,3
E02006988,3
E02006989,2
E02006990,3
E02006991,7
E02006992,5
E02006993,6
E02006994,3
E02006995,7
E02006996,4
E02006997,4
E02006998,3
E02006999,7
E02007000,1
E02007001,2
E02007002,7
E02007003,3
E02007004,4
E02007005,5
E02007006,6
E02007007,6
E02007008,6
E02007009,4
E02007010,6
E02007011,7
E02007012,8
E02007013,7
E02007014,7
E02007015,7
E02007016,8
E02007017,5
E02007018,3
E02007019,2
E02007020,3
E02007021,6
E02007022,5
E02007023,7
E02007024,7
E02007025,6
E02007026,8
E02007027,6
E02007028,6
E02007029,7
E02007030,7
E02007031,9
E02007032,4
E02007033,6
E02007034,9
E02007035,9
E02007038,2
E02007039,1
E02007040,1
E02007041,7
E02007042,7
E02007043,5
E02007044,5
E02007045,8
E02007046,4
E02007047,7
E02007048,7
E02007049,9
E02007050,6
E02007051,7
E02007052,2
E02007053,4
E02007054,8
E02007055,7
E02007056,8
E02007057,8
E02007058,1
E02007059,3
E02007060,2
E02007061,3
E02007062,9
E02007063,10
E02007064,6
E02007065,5
E02007066,7
E02007067,8
E02007068,4
E02007069,4
E02007070,7
E02007071,7
E02007072,6
E02007073,8
E02007074,3
E02007075,8
E02007076,6
E02007077,5
E02007078,4
E02007079,4
E02007080,9
E02007081,5
E02007082,8
E02007083,8
E02007084,4
E02007085,9
E02007086,7
E02007087,8
E02007088,7
E02007089,7
E02007090,8
E02007091,9
E02007092,7
E02007093,6
E02007094,3
E02007095,7
E02007096,9
E02007097,6
E02007098,2
E02007099,5
E02007100,5
E02007101,1
E02007102,3
E02007103,1
E02007104,1
E02007105,5
E02007106,8
E02007107,8
E02007108,5
E02007109,4
E02007110,4
E02007111,6
E02007112,6
E02007113,4
E02007114,4
E02007115,4
E02007116,6
